locus_tag	ftype	length_bp	gene	EC_number	COG	product
POOLPIDM_01962	CDS	435	hit		COG0537	Protein hit
POOLPIDM_01963	CDS	345				hypothetical protein
POOLPIDM_01964	CDS	1011	prsA_3	5.2.1.8		Foldase protein PrsA
POOLPIDM_01965	CDS	945	yhaM	3.1.-.-	COG3481	3'-5' exoribonuclease YhaM
POOLPIDM_01966	CDS	2721				hypothetical protein
POOLPIDM_01967	CDS	1221				hypothetical protein
POOLPIDM_01968	CDS	837	ywpJ_2	3.1.3.-	COG0561	Phosphatase YwpJ
POOLPIDM_01969	CDS	1311				hypothetical protein
POOLPIDM_01970	CDS	1419	yjmB		COG2211	putative symporter YjmB
POOLPIDM_01971	CDS	1569	xynB	3.2.1.37		Beta-xylosidase
POOLPIDM_01972	CDS	411				hypothetical protein
POOLPIDM_01973	CDS	924	pemA	3.1.1.11	COG4677	Pectinesterase A
POOLPIDM_01974	CDS	900				hypothetical protein
POOLPIDM_01975	CDS	1338				hypothetical protein
POOLPIDM_01976	CDS	1104	yteR	3.2.1.172	COG4225	Unsaturated rhamnogalacturonyl hydrolase YteR
POOLPIDM_01977	CDS	1509	lipO		COG1653	Lipoprotein LipO
POOLPIDM_01978	CDS	693				hypothetical protein
POOLPIDM_01979	CDS	975	yteP_1		COG4209	putative multiple-sugar transport system permease YteP
POOLPIDM_01980	CDS	873	araQ_5		COG0395	L-arabinose transport system permease protein AraQ
POOLPIDM_01981	CDS	2199	yesS		COG2207	HTH-type transcriptional regulator YesS
POOLPIDM_01982	CDS	993	exuR_2		COG1609	putative HTH-type transcriptional repressor ExuR
POOLPIDM_01983	CDS	1422	uxaB	1.1.1.58	COG0246	Altronate oxidoreductase
POOLPIDM_01984	CDS	1500	uxaA	4.2.1.7	COG2721	Altronate dehydratase
POOLPIDM_01985	CDS	1395	uxaC	5.3.1.12	COG1904	Uronate isomerase
POOLPIDM_01986	CDS	684	rhgT	3.1.1.-	COG2755	Rhamnogalacturonan acetylesterase RhgT
POOLPIDM_01987	CDS	837				hypothetical protein
POOLPIDM_01988	CDS	1755		3.6.3.-	COG1132	Putative multidrug export ATP-binding/permease protein
POOLPIDM_01989	CDS	342				hypothetical protein
POOLPIDM_01990	CDS	2172	pbpF		COG0744	Penicillin-binding protein 1F
POOLPIDM_01991	CDS	858	rluD_2	5.4.99.23	COG0564	Ribosomal large subunit pseudouridine synthase D
POOLPIDM_01992	CDS	858	gmuE_3	2.7.1.4	COG1940	Putative fructokinase
POOLPIDM_01993	CDS	2703	mngB	3.2.1.-	COG0383	Mannosylglycerate hydrolase
POOLPIDM_01994	CDS	1290				hypothetical protein
POOLPIDM_01995	CDS	1047	araR_2		COG1609	Arabinose metabolism transcriptional repressor
POOLPIDM_01996	CDS	2154				hypothetical protein
POOLPIDM_01997	CDS	1446	rhaR_4			HTH-type transcriptional activator RhaR
POOLPIDM_01998	CDS	1725				hypothetical protein
POOLPIDM_01999	CDS	615				hypothetical protein
POOLPIDM_02000	CDS	1458				hypothetical protein
POOLPIDM_02001	CDS	921	araQ_6		COG0395	L-arabinose transport system permease protein AraQ
POOLPIDM_02002	CDS	948	yteP_2		COG4209	putative multiple-sugar transport system permease YteP
POOLPIDM_02003	CDS	720	rluB_2	5.4.99.22	COG1187	Ribosomal large subunit pseudouridine synthase B
POOLPIDM_02004	CDS	1647	murJ_2		COG2244	Lipid II flippase MurJ
POOLPIDM_02005	CDS	591				hypothetical protein
POOLPIDM_02006	CDS	1506	murE	6.3.2.7	COG0769	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--L-lysine ligase
POOLPIDM_02007	CDS	1353	licC_2		COG1455	Lichenan permease IIC component
POOLPIDM_02008	CDS	519				hypothetical protein
POOLPIDM_02009	CDS	327	licA_2		COG1447	Lichenan-specific phosphotransferase enzyme IIA component
POOLPIDM_02010	CDS	1980	licR_2		COG1762	putative licABCH operon regulator
POOLPIDM_02011	CDS	315				hypothetical protein
POOLPIDM_02012	CDS	294				hypothetical protein
POOLPIDM_02013	CDS	1071				hypothetical protein
POOLPIDM_02014	CDS	3402				hypothetical protein
POOLPIDM_02015	CDS	225				hypothetical protein
POOLPIDM_02016	CDS	762				hypothetical protein
POOLPIDM_02017	CDS	1722			COG1132	putative ABC transporter ATP-binding protein
POOLPIDM_02018	CDS	1785			COG1132	putative ABC transporter ATP-binding protein
POOLPIDM_02019	CDS	1554				hypothetical protein
POOLPIDM_02020	CDS	2415	leuS	6.1.1.4		Leucine--tRNA ligase
POOLPIDM_02021	CDS	2019		3.2.1.17		Muramidase-2
POOLPIDM_02022	CDS	657				hypothetical protein
POOLPIDM_02023	CDS	957				hypothetical protein
POOLPIDM_02024	CDS	567				hypothetical protein
POOLPIDM_02025	CDS	1770			COG1132	putative ABC transporter ATP-binding protein
POOLPIDM_02026	CDS	1713			COG1132	putative ABC transporter ATP-binding protein
POOLPIDM_02027	CDS	669				hypothetical protein
POOLPIDM_02028	CDS	789				hypothetical protein
POOLPIDM_02029	CDS	1473	bmr3			Multidrug resistance protein 3
POOLPIDM_02030	CDS	1296				ISL3 family transposase ISEfa5
POOLPIDM_02031	CDS	1194	metK	2.5.1.6		S-adenosylmethionine synthase
POOLPIDM_02032	tRNA	74				tRNA-Glu(ttc)
POOLPIDM_02033	tRNA	76				tRNA-Ile(gat)
POOLPIDM_02034	tRNA	71				tRNA-Gly(tcc)
POOLPIDM_02035	tRNA	75				tRNA-Phe(gaa)
POOLPIDM_02036	tRNA	75				tRNA-Asp(gtc)
POOLPIDM_02037	tRNA	76				tRNA-Met(cat)
POOLPIDM_02038	tRNA	90				tRNA-Ser(tga)
POOLPIDM_02039	tRNA	74				tRNA-Glu(ttc)
POOLPIDM_02040	tRNA	90				tRNA-Ser(gct)
POOLPIDM_02041	tRNA	76				tRNA-Ile(gat)
POOLPIDM_02042	tRNA	71				tRNA-Gly(tcc)
POOLPIDM_02043	tRNA	76				tRNA-Asp(gtc)
POOLPIDM_02044	tRNA	76				tRNA-Met(cat)
POOLPIDM_02045	tRNA	90				tRNA-Ser(tga)
POOLPIDM_02046	CDS	582	acuR			Transcriptional regulator AcuR
POOLPIDM_02047	CDS	627				hypothetical protein
POOLPIDM_02048	CDS	1332	rclA		COG1249	putative pyridine nucleotide-disulfide oxidoreductase RclA
POOLPIDM_02049	CDS	402	ohrB_1		COG1764	Organic hydroperoxide resistance protein OhrB
POOLPIDM_02050	CDS	207				hypothetical protein
POOLPIDM_02051	CDS	1503	algC	5.4.2.2	COG1109	Phosphomannomutase/phosphoglucomutase
POOLPIDM_02052	CDS	456	argR_3			Arginine repressor
POOLPIDM_02053	CDS	618				hypothetical protein
POOLPIDM_02054	CDS	1374	ribZ_1			Riboflavin transporter RibZ
POOLPIDM_02055	CDS	1113	thiO	1.4.3.19	COG0665	Glycine oxidase
POOLPIDM_02056	CDS	1638	pckA	4.1.1.49		Phosphoenolpyruvate carboxykinase (ATP)
POOLPIDM_02057	CDS	609				hypothetical protein
POOLPIDM_02058	CDS	1152	queG	1.17.99.6	COG1600	Epoxyqueuosine reductase
POOLPIDM_02059	CDS	753				hypothetical protein
POOLPIDM_02060	CDS	951	ssaB_1		COG0803	Manganese ABC transporter substrate-binding lipoprotein
POOLPIDM_02061	CDS	840	mntB_1			Manganese transport system membrane protein MntB
POOLPIDM_02062	CDS	747	scaC_1	7.2.2.5	COG1121	Manganese import ATP-binding protein ScaC
POOLPIDM_02063	CDS	1371	yifK		COG1113	putative transport protein YifK
POOLPIDM_02064	CDS	897				hypothetical protein
POOLPIDM_02065	CDS	171				hypothetical protein
POOLPIDM_02066	CDS	678	kefG	1.6.5.2		Glutathione-regulated potassium-efflux system ancillary protein KefG
POOLPIDM_02067	CDS	906	rhaS_2			HTH-type transcriptional activator RhaS
POOLPIDM_02068	CDS	1467	lacS		COG2190	Lactose permease
POOLPIDM_02069	CDS	1032	galM	5.1.3.3	COG2017	Aldose 1-epimerase
POOLPIDM_02070	CDS	1188	galK_1	2.7.1.6	COG0153	Galactokinase
POOLPIDM_02071	CDS	1383	umuC_1		COG0389	Protein UmuC
POOLPIDM_02072	CDS	321				hypothetical protein
POOLPIDM_02073	CDS	669				hypothetical protein
POOLPIDM_02074	CDS	702				IS3 family transposase ISEfa10
POOLPIDM_02075	CDS	153				hypothetical protein
POOLPIDM_02076	CDS	1380	npr_1	1.11.1.1	COG0446	NADH peroxidase
POOLPIDM_02077	CDS	1170	dapX	2.6.1.-	COG0436	putative N-acetyl-LL-diaminopimelate aminotransferase
POOLPIDM_02078	CDS	1152	scmP	3.5.1.-	COG1473	N-acetylcysteine deacetylase
POOLPIDM_02079	CDS	1362	yclM	2.7.2.4	COG0527	Aspartokinase 3
POOLPIDM_02080	CDS	1002	asd	1.2.1.11	COG0136	Aspartate-semialdehyde dehydrogenase
POOLPIDM_02081	CDS	696	dapH_1	2.3.1.89	COG2171	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase
POOLPIDM_02082	CDS	717	dapB	1.17.1.8	COG0289	4-hydroxy-tetrahydrodipicolinate reductase
POOLPIDM_02083	CDS	882	dapA	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
POOLPIDM_02084	CDS	801	dapF	5.1.1.7	COG0253	Diaminopimelate epimerase
POOLPIDM_02085	CDS	1260	lysA	4.1.1.20	COG0019	Diaminopimelate decarboxylase
POOLPIDM_02086	CDS	564	efp			Elongation factor P
POOLPIDM_02087	CDS	918	cysM	2.5.1.47	COG0031	Cysteine synthase
POOLPIDM_02088	CDS	1146	metB	2.5.1.48	COG0626	Cystathionine gamma-synthase
POOLPIDM_02089	CDS	459	luxS	4.4.1.21	COG1854	S-ribosylhomocysteine lyase
POOLPIDM_02090	CDS	471	bsaA			Glutathione peroxidase BsaA
POOLPIDM_02091	CDS	357	spxA_4		COG1393	Regulatory protein Spx
POOLPIDM_02092	CDS	411	spxA_5		COG1393	Regulatory protein Spx
POOLPIDM_02093	CDS	2187	yjcD	3.6.4.12	COG0210	Putative ATP-dependent DNA helicase YjcD
POOLPIDM_02094	CDS	684				hypothetical protein
POOLPIDM_02095	CDS	708		2.7.1.113	COG1428	Deoxyguanosine kinase
POOLPIDM_02096	CDS	207				hypothetical protein
POOLPIDM_02097	CDS	603	agrB	3.4.-.-	COG4512	Accessory gene regulator protein B
POOLPIDM_02098	CDS	111				hypothetical protein
POOLPIDM_02099	CDS	1281				hypothetical protein
POOLPIDM_02100	CDS	729	agrA		COG3279	Accessory gene regulator protein A
POOLPIDM_02101	CDS	1530				hypothetical protein
POOLPIDM_02102	CDS	1182				hypothetical protein
POOLPIDM_02103	CDS	1629	treA	3.2.1.93	COG0366	Trehalose-6-phosphate hydrolase
POOLPIDM_02104	CDS	2712				hypothetical protein
POOLPIDM_02105	CDS	702			COG1136	putative ABC transporter ATP-binding protein
POOLPIDM_02106	CDS	600	yecD	3.-.-.-	COG1335	Isochorismatase family protein YecD
POOLPIDM_02107	CDS	1014	degA_2		COG1609	HTH-type transcriptional regulator DegA
POOLPIDM_02108	CDS	918	rbsK	2.7.1.15		Ribokinase
POOLPIDM_02109	CDS	396	rbsD	5.4.99.62	COG1869	D-ribose pyranase
POOLPIDM_02110	CDS	1374	bglF_3		COG1263	PTS system beta-glucoside-specific EIIBCA component
POOLPIDM_02111	CDS	2145				hypothetical protein
POOLPIDM_02112	CDS	1041	mro_1	5.1.3.3	COG2017	Aldose 1-epimerase
POOLPIDM_02113	CDS	1803	bceB_2		COG0577	Bacitracin export permease protein BceB
POOLPIDM_02114	CDS	753	bceA_2		COG1136	Bacitracin export ATP-binding protein BceA
POOLPIDM_02115	CDS	363				hypothetical protein
POOLPIDM_02116	CDS	873				hypothetical protein
POOLPIDM_02117	CDS	489				hypothetical protein
POOLPIDM_02118	CDS	831				hypothetical protein
POOLPIDM_02119	CDS	609				hypothetical protein
POOLPIDM_02120	CDS	318				hypothetical protein
POOLPIDM_02121	CDS	729	ydfK		COG1811	putative membrane protein YdfK
POOLPIDM_02122	CDS	882	gltC_2			HTH-type transcriptional regulator GltC
POOLPIDM_02123	CDS	1044	sasA_3	2.7.-.-		Adaptive-response sensory-kinase SasA
POOLPIDM_02124	CDS	669	hssR			Heme response regulator HssR
POOLPIDM_02125	CDS	2337	btuD_3	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
POOLPIDM_02126	CDS	312				hypothetical protein
POOLPIDM_02127	CDS	1476	lpdC	4.1.1.59	COG0043	Gallate decarboxylase
POOLPIDM_02128	CDS	585	vdcB	2.5.1.129		putative UbiX-like flavin prenyltransferase
POOLPIDM_02129	CDS	420				hypothetical protein
POOLPIDM_02130	CDS	285				hypothetical protein
POOLPIDM_02131	CDS	666				hypothetical protein
POOLPIDM_02132	CDS	1473	emrB			Multidrug export protein EmrB
POOLPIDM_02133	CDS	474				hypothetical protein
POOLPIDM_02134	CDS	552				hypothetical protein
POOLPIDM_02135	CDS	531	padC	4.1.1.102	COG3479	Phenolic acid decarboxylase PadC
POOLPIDM_02136	CDS	444	yiaC	2.3.1.-	COG0454	Peptidyl-lysine N-acetyltransferase YiaC
POOLPIDM_02137	CDS	969				hypothetical protein
POOLPIDM_02138	CDS	1320				IS1380 family transposase IS1678
POOLPIDM_02139	CDS	1662				hypothetical protein
POOLPIDM_02140	CDS	834	mapP	3.1.3.90		Maltose 6'-phosphate phosphatase
POOLPIDM_02141	CDS	2166	ptsG_2	2.7.1.199	COG1263	PTS system glucose-specific EIICBA component
POOLPIDM_02142	CDS	2295	malP	2.4.1.8		Maltose phosphorylase
POOLPIDM_02143	CDS	666	pgmB	5.4.2.6	COG0637	Beta-phosphoglucomutase
POOLPIDM_02144	CDS	1008	mro_2	5.1.3.3	COG2017	Aldose 1-epimerase
POOLPIDM_02145	CDS	1020	ccpA_2		COG1609	Catabolite control protein A
POOLPIDM_02146	CDS	516	nhaC_2		COG1757	Na(+)/H(+) antiporter NhaC
POOLPIDM_02147	CDS	816	nhaC_3		COG1757	Na(+)/H(+) antiporter NhaC
POOLPIDM_02148	CDS	1422	gadC_2		COG0531	putative glutamate/gamma-aminobutyrate antiporter
POOLPIDM_02149	CDS	1878				hypothetical protein
POOLPIDM_02150	CDS	1257	tyrS1	6.1.1.1	COG0162	Tyrosine--tRNA ligase 1
POOLPIDM_02151	CDS	1302				hypothetical protein
POOLPIDM_02152	CDS	600				hypothetical protein
POOLPIDM_02153	CDS	249	artM_2		COG1126	Arginine transport ATP-binding protein ArtM
POOLPIDM_02154	CDS	954			COG2826	IS30 family transposase IS1252
POOLPIDM_02155	CDS	621		7.6.2.-	COG1131	Multidrug efflux system ATP-binding protein
POOLPIDM_02156	CDS	1611			COG3559	Multidrug efflux system permease protein
POOLPIDM_02157	CDS	660	anr			Transcriptional activator protein Anr
POOLPIDM_02158	CDS	666				hypothetical protein
POOLPIDM_02159	CDS	606	dhaL	2.7.1.121	COG2376	PTS-dependent dihydroxyacetone kinase, ADP-binding subunit DhaL
POOLPIDM_02160	CDS	984	dhaK	2.7.1.121	COG2376	PTS-dependent dihydroxyacetone kinase, dihydroxyacetone-binding subunit DhaK
POOLPIDM_02161	CDS	396	dhaM-2	2.7.1.121	COG3412	PEP-dependent dihydroxyacetone kinase 2, phosphoryl donor subunit DhaM
POOLPIDM_02162	CDS	321				hypothetical protein
POOLPIDM_02163	CDS	858				hypothetical protein
POOLPIDM_02164	CDS	1305	pgaC	2.4.1.-	COG1215	Poly-beta-1,6-N-acetyl-D-glucosamine synthase
POOLPIDM_02165	CDS	348				hypothetical protein
POOLPIDM_02166	CDS	288				hypothetical protein
POOLPIDM_02167	CDS	1851	helD_2	3.6.4.12	COG3973	DNA helicase IV
POOLPIDM_02168	CDS	1656	cdr_2	1.8.1.14		Coenzyme A disulfide reductase
POOLPIDM_02169	CDS	315	glpE	2.8.1.1		Thiosulfate sulfurtransferase GlpE
POOLPIDM_02170	CDS	261				hypothetical protein
POOLPIDM_02171	CDS	315				hypothetical protein
POOLPIDM_02172	CDS	555	pgsA2	2.7.8.41	COG0558	Putative cardiolipin synthase
POOLPIDM_02173	CDS	1929	mutS2_2	3.1.-.-		Endonuclease MutS2
POOLPIDM_02174	CDS	717	glpF		COG0580	Glycerol uptake facilitator protein
POOLPIDM_02175	CDS	1824	glpO	1.1.3.21	COG0578	Alpha-glycerophosphate oxidase
POOLPIDM_02176	CDS	1497	glpK	2.7.1.30	COG0554	Glycerol kinase
POOLPIDM_02177	CDS	1461				hypothetical protein
POOLPIDM_02178	CDS	1296	npr_2	1.11.1.1	COG0446	NADH peroxidase
POOLPIDM_02179	CDS	678	hchA	3.1.2.-	COG0693	Protein/nucleic acid deglycase 1
POOLPIDM_02180	CDS	1092		1.-.-.-		putative oxidoreductase
POOLPIDM_02181	CDS	495				hypothetical protein
POOLPIDM_02182	CDS	1638	malL_2	3.2.1.10	COG0366	Oligo-1,6-glucosidase
POOLPIDM_02183	CDS	1314	pbuG		COG2252	Guanine/hypoxanthine permease PbuG
POOLPIDM_02184	CDS	1554				hypothetical protein
POOLPIDM_02185	CDS	225				hypothetical protein
POOLPIDM_02186	CDS	369				hypothetical protein
POOLPIDM_02187	CDS	711				hypothetical protein
POOLPIDM_02188	CDS	522	paiA	2.3.1.57	COG0454	Spermidine/spermine N(1)-acetyltransferase
POOLPIDM_02189	CDS	453				hypothetical protein
POOLPIDM_02190	CDS	954			COG2826	IS30 family transposase IS1252
POOLPIDM_02191	CDS	249				hypothetical protein
POOLPIDM_02192	CDS	432				hypothetical protein
POOLPIDM_02193	CDS	1635	manR_2		COG1762	Transcriptional regulator ManR
POOLPIDM_02194	CDS	636				hypothetical protein
POOLPIDM_02195	CDS	1242	sstT		COG3633	Serine/threonine transporter SstT
POOLPIDM_02196	CDS	1002				hypothetical protein
POOLPIDM_02197	CDS	393				IS630 family transposase IS642
POOLPIDM_02198	CDS	513				IS630 family transposase ISBs2
POOLPIDM_02199	CDS	954			COG2826	IS30 family transposase IS1252
POOLPIDM_02200	CDS	162				hypothetical protein
POOLPIDM_02201	CDS	870	gmuE_4	2.7.1.4	COG1940	Putative fructokinase
POOLPIDM_02202	CDS	1122				hypothetical protein
POOLPIDM_02203	CDS	396				hypothetical protein
POOLPIDM_02204	CDS	798	manZ_6		COG3716	PTS system mannose-specific EIID component
POOLPIDM_02205	CDS	789	agaC		COG3715	N-acetylgalactosamine permease IIC component 1
POOLPIDM_02206	CDS	477	sorB_2	2.7.1.206	COG3444	PTS system sorbose-specific EIIB component
POOLPIDM_02207	CDS	2658	norR_1			Anaerobic nitric oxide reductase transcription regulator NorR
POOLPIDM_02208	CDS	405				hypothetical protein
POOLPIDM_02209	CDS	258				hypothetical protein
POOLPIDM_02210	CDS	954			COG2826	IS30 family transposase IS1252
POOLPIDM_02211	CDS	1089				hypothetical protein
POOLPIDM_02212	CDS	1638				hypothetical protein
POOLPIDM_02213	CDS	1374				hypothetical protein
POOLPIDM_02214	CDS	240				hypothetical protein
POOLPIDM_02215	CDS	1647				hypothetical protein
POOLPIDM_02216	CDS	1050				hypothetical protein
POOLPIDM_02217	CDS	891				hypothetical protein
POOLPIDM_02218	CDS	297				hypothetical protein
POOLPIDM_02219	CDS	294				hypothetical protein
POOLPIDM_02220	CDS	1320				IS1380 family transposase IS1678
POOLPIDM_02221	CDS	552				hypothetical protein
POOLPIDM_02222	CDS	300				hypothetical protein
POOLPIDM_02223	CDS	309				hypothetical protein
POOLPIDM_02224	CDS	1179				IS256 family transposase ISEf1
POOLPIDM_02225	CDS	1320				IS1380 family transposase IS1678
POOLPIDM_02226	CDS	1173				hypothetical protein
POOLPIDM_02227	CDS	2250	agaA_2	3.2.1.22		Alpha-galactosidase AgaA
POOLPIDM_02228	CDS	855	rhaR_5			HTH-type transcriptional activator RhaR
POOLPIDM_02229	CDS	909				IS982 family transposase ISEfm1
POOLPIDM_02230	CDS	1131				hypothetical protein
POOLPIDM_02231	CDS	291				IS3 family transposase IS1485
POOLPIDM_02232	CDS	837				IS3 family transposase IS1485
POOLPIDM_02233	CDS	480	rlmH	2.1.1.177	COG1576	Ribosomal RNA large subunit methyltransferase H
POOLPIDM_02234	CDS	1284	htrA	3.4.21.107	COG0265	Serine protease Do-like HtrA
POOLPIDM_02235	CDS	606				hypothetical protein
POOLPIDM_02236	CDS	468				Putative universal stress protein
POOLPIDM_02237	CDS	321	ytpP			Thioredoxin-like protein YtpP
POOLPIDM_02238	CDS	1080	pepA	3.4.11.7	COG1363	Glutamyl aminopeptidase
POOLPIDM_02239	CDS	354				hypothetical protein
POOLPIDM_02240	CDS	957				hypothetical protein
POOLPIDM_02241	CDS	318		1.2.1.97		3-sulfolactaldehyde dehydrogenase
POOLPIDM_02242	CDS	291				hypothetical protein
POOLPIDM_02243	CDS	1419	pepV	3.4.13.-		Beta-Ala-Xaa dipeptidase
POOLPIDM_02244	CDS	846	nnrD	4.2.1.136	COG0063	ADP-dependent (S)-NAD(P)H-hydrate dehydratase
POOLPIDM_02245	CDS	441		3.1.2.28		1,4-dihydroxy-2-naphthoyl-CoA hydrolase
POOLPIDM_02246	CDS	168				hypothetical protein
POOLPIDM_02247	CDS	687	rspR_2		COG1802	HTH-type transcriptional repressor RspR
POOLPIDM_02248	CDS	690				hypothetical protein
POOLPIDM_02249	CDS	2130				hypothetical protein
POOLPIDM_02250	CDS	1338				hypothetical protein
POOLPIDM_02251	CDS	360	rplT		COG0292	50S ribosomal protein L20
POOLPIDM_02252	CDS	201	rpmI		COG0291	50S ribosomal protein L35
POOLPIDM_02253	CDS	525	infC			Translation initiation factor IF-3
POOLPIDM_02254	CDS	633				hypothetical protein
POOLPIDM_02255	CDS	906				hypothetical protein
POOLPIDM_02256	CDS	654		2.7.1.113	COG1428	Deoxyguanosine kinase
POOLPIDM_02257	CDS	945	galK_2	2.7.1.6		Galactokinase
POOLPIDM_02258	CDS	978				hypothetical protein
POOLPIDM_02259	CDS	1086		2.7.4.2		Phosphomevalonate kinase
POOLPIDM_02260	CDS	1065	fni	5.3.3.2		Isopentenyl-diphosphate delta-isomerase
POOLPIDM_02261	CDS	675	kduD	1.1.1.127		2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase
POOLPIDM_02262	CDS	135				hypothetical protein
POOLPIDM_02263	CDS	843	kduI1	5.3.1.17	COG3717	4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase 1
POOLPIDM_02264	CDS	1008	kdgK	2.7.1.45		2-dehydro-3-deoxygluconokinase
POOLPIDM_02265	CDS	645	kdgA		COG0800	KHG/KDPG aldolase
POOLPIDM_02266	CDS	759	iclR		COG1414	Transcriptional repressor IclR
POOLPIDM_02267	CDS	1152	fucO	1.1.1.77	COG1454	Lactaldehyde reductase
POOLPIDM_02268	CDS	312	rhaM	5.1.3.32	COG3254	L-rhamnose mutarotase
POOLPIDM_02269	CDS	846	rhaD	4.1.2.19	COG0235	Rhamnulose-1-phosphate aldolase
POOLPIDM_02270	CDS	1257	rhaA	5.3.1.14	COG4806	L-rhamnose isomerase
POOLPIDM_02271	CDS	1461	rhaB	2.7.1.5		Rhamnulokinase
POOLPIDM_02272	CDS	189				hypothetical protein
POOLPIDM_02273	CDS	954			COG2826	IS30 family transposase IS1252
POOLPIDM_02274	CDS	2598	adhE		COG1012	Aldehyde-alcohol dehydrogenase
POOLPIDM_02275	CDS	1320				IS1380 family transposase IS1678
POOLPIDM_02276	CDS	381				hypothetical protein
POOLPIDM_02277	CDS	1146	tgt	2.4.2.29		Queuine tRNA-ribosyltransferase
POOLPIDM_02278	CDS	699				hypothetical protein
POOLPIDM_02279	CDS	2292		7.2.2.10		Calcium-transporting ATPase 1
POOLPIDM_02280	CDS	309	yoaB	7.2.2.10	COG0474	Calcium-transporting ATPase 1
POOLPIDM_02281	CDS	1032	queA	2.4.99.17	COG0809	S-adenosylmethionine:tRNA ribosyltransferase-isomerase
POOLPIDM_02282	CDS	1176	opuCA_2	7.6.2.9	COG1125	Carnitine transport ATP-binding protein OpuCA
POOLPIDM_02283	CDS	642	opuCB		COG1174	Carnitine transport permease protein OpuCB
POOLPIDM_02284	CDS	918	opuCC		COG1732	Glycine betaine/carnitine/choline-binding protein OpuCC
POOLPIDM_02285	CDS	672	opuCD		COG1174	Glycine betaine/carnitine/choline transport system permease protein OpuCD
POOLPIDM_02286	CDS	99				hypothetical protein
POOLPIDM_02287	CDS	489				hypothetical protein
POOLPIDM_02288	CDS	267				hypothetical protein
POOLPIDM_02289	CDS	264				hypothetical protein
POOLPIDM_02290	CDS	1824	kimA		COG0531	Potassium transporter KimA
POOLPIDM_02291	CDS	2706				hypothetical protein
POOLPIDM_02292	CDS	948				Zinc-type alcohol dehydrogenase-like protein
POOLPIDM_02293	CDS	270	rpsN2_1		COG0199	Alternate 30S ribosomal protein S14
POOLPIDM_02294	CDS	363	ndoA	3.1.27.-	COG2337	Endoribonuclease EndoA
POOLPIDM_02295	CDS	1122	alr	5.1.1.1	COG0787	Alanine racemase
POOLPIDM_02296	CDS	351	acpS	2.7.8.7	COG0736	Holo-[acyl-carrier-protein] synthase
POOLPIDM_02297	CDS	1512	cshA	3.6.4.13	COG0513	ATP-dependent RNA helicase CshA
POOLPIDM_02298	CDS	1413	murF	6.3.2.10	COG0770	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
POOLPIDM_02299	CDS	1077	ddl	6.3.2.4	COG1181	D-alanine--D-alanine ligase
POOLPIDM_02300	CDS	1746	ubiB	2.7.-.-	COG0661	putative protein kinase UbiB
POOLPIDM_02301	CDS	468				hypothetical protein
POOLPIDM_02302	CDS	1374				hypothetical protein
POOLPIDM_02303	CDS	489				hypothetical protein
POOLPIDM_02304	CDS	603				hypothetical protein
POOLPIDM_02305	CDS	807				IS3 family transposase ISEnfa3
POOLPIDM_02306	CDS	537				hypothetical protein
POOLPIDM_02307	CDS	630	udk	2.7.1.48	COG0572	Uridine kinase
POOLPIDM_02308	CDS	696	yfnB_2	3.-.-.-	COG1011	Putative HAD-hydrolase YfnB
POOLPIDM_02309	CDS	717	rsuA	5.4.99.19	COG1187	Ribosomal small subunit pseudouridine synthase A
